CountyState,lon,lat,MajorClassAdmission,Admissions,CountryofBirth,originlon,originlat
"Mecklenburg County,  North Carolina",-80.8543847,35.2632655,FamilyPreference2nd,D,Cambodia,104.990963,12.565679
"Kern County,  California",-118.8596804,35.4937274,ImmediateRelatives-Spouses,D,Cambodia,104.990963,12.565679
"Riverside County,  California",-117.3961192,33.9532966,ImmediateRelatives-Children,4,Cambodia,104.990963,12.565679
"Pierce County,  Washington",-122.1295269,47.0675877,ImmediateRelatives-Spouses,19,Cambodia,104.990963,12.565679
"Duval County,  Florida",-81.6035062,30.3500511,ImmediateRelatives-Spouses,7,Cambodia,104.990963,12.565679
"Bristol County,  Massachusetts",-71.1448516,41.7938406,ImmediateRelatives-Children,4,Cambodia,104.990963,12.565679
"Riverside County,  California",-117.3961192,33.9532966,FamilyPreference4th,4,Cambodia,104.990963,12.565679
"Fairfax County,  Virginia",-77.2405153,38.9085472,ImmediateRelatives-Spouses,6,Cambodia,104.990963,12.565679
"Tarrant County,  Texas",-97.3516558,32.7732044,DiversityProgram,D,Cambodia,104.990963,12.565679
"Riverside County,  California",-117.3961192,33.9532966,FamilyPreference1st,D,Cambodia,104.990963,12.565679
"San Bernardino County,  California",-116.419389,34.9592083,ImmediateRelatives-Parents,9,Cambodia,104.990963,12.565679
"Polk County,  Florida",-81.6911559,27.8617347,ImmediateRelatives-Parents,D,Cambodia,104.990963,12.565679
"Pierce County,  Washington",-122.1295269,47.0675877,FamilyPreference1st,D,Cambodia,104.990963,12.565679
"Fayette County,  Kentucky",-84.4802606,38.0606478,DiversityProgram,D,Cambodia,104.990963,12.565679
"Multnomah County,  Oregon",-122.5863211,45.5145659,ImmediateRelatives-Spouses,D,Cambodia,104.990963,12.565679
"Prince William County,  Virginia",-77.6077865,38.7838939,ImmediateRelatives-Spouses,D,Cambodia,104.990963,12.565679
"Bristol County,  Massachusetts",-71.1448516,41.7938406,ImmediateRelatives-Parents,6,Cambodia,104.990963,12.565679
"Fayette County,  Kentucky",-84.4802606,38.0606478,ImmediateRelatives-Parents,D,Cambodia,104.990963,12.565679
"Lancaster County,  Pennsylvania",-76.1783739,40.0466571,ImmediateRelatives-Parents,D,Cambodia,104.990963,12.565679
"Oakland County,  Michigan",-83.336188,42.5921924,Other,D,Cambodia,104.990963,12.565679
"Clark County,  Washington",-122.5194378,45.7466471,ImmediateRelatives-Parents,8,Cambodia,104.990963,12.565679
"Howard County,  Maryland",-76.964306,39.2873463,FamilyPreference1st,D,Cambodia,104.990963,12.565679
"Hartford County,  Connecticut",-72.8042797,41.7924343,ImmediateRelatives-Spouses,D,Cambodia,104.990963,12.565679
"Hampden County,  Massachusetts",-72.6624209,42.1172314,ImmediateRelatives-Spouses,D,Cambodia,104.990963,12.565679
"Denton County,  Texas",-97.179026,33.1418611,ImmediateRelatives-Spouses,6,Cambodia,104.990963,12.565679
"Gwinnett County,  Georgia",-84.0167423,33.9190653,ImmediateRelatives-Spouses,D,Cambodia,104.990963,12.565679
"Montgomery County,  Maryland",-77.2405153,39.1547426,DiversityProgram,4,Cambodia,104.990963,12.565679
"Lake County,  Illinois",-87.8271534,42.3689363,ImmediateRelatives-Parents,D,Cambodia,104.990963,12.565679
"Clark County,  Washington",-122.5194378,45.7466471,ImmediateRelatives-Spouses,D,Cambodia,104.990963,12.565679
"Pierce County,  Washington",-122.1295269,47.0675877,EmploymentPreference4th,12,Cambodia,104.990963,12.565679
"Middlesex County,  Massachusetts",-71.2874209,42.467206,EmploymentPreference3rdSkilled,D,Cambodia,104.990963,12.565679
"Honolulu County,  Hawaii",-157.8584319,21.3069857,ImmediateRelatives-Parents,D,Cambodia,104.990963,12.565679
"Los Angeles County,  California",-118.2436596,34.0522265,FamilyPreference2nd,41,Cambodia,104.990963,12.565679
"Hartford County,  Connecticut",-72.8042797,41.7924343,FamilyPreference1st,D,Cambodia,104.990963,12.565679
"Adams County,  Colorado",-104.1930918,39.8398269,ImmediateRelatives-Children,D,Cambodia,104.990963,12.565679
"Dallas County,  Texas",-96.8350999,32.8024682,ImmediateRelatives-Parents,12,Cambodia,104.990963,12.565679
"Dallas County,  Texas",-96.8350999,32.8024682,FamilyPreference1st,D,Cambodia,104.990963,12.565679
"Spokane County,  Washington",-117.4225481,47.658693,ImmediateRelatives-Parents,D,Cambodia,104.990963,12.565679
"San Diego County,  California",-117.1610966,32.7157305,ImmediateRelatives-Parents,15,Cambodia,104.990963,12.565679
"Duval County,  Florida",-81.6035062,30.3500511,EmploymentPreference4th,D,Cambodia,104.990963,12.565679
"Pierce County,  Washington",-122.1295269,47.0675877,ImmediateRelatives-Parents,11,Cambodia,104.990963,12.565679
"Tulare County,  California",-118.8596804,36.1341739,FamilyPreference2nd,D,Cambodia,104.990963,12.565679
"Stanislaus County,  California",-120.9876321,37.5090711,FamilyPreference2nd,D,Cambodia,104.990963,12.565679
"Oakland County,  Michigan",-83.336188,42.5921924,ImmediateRelatives-Spouses,D,Cambodia,104.990963,12.565679
"Denver County,  Colorado",-104.990251,39.7392358,ImmediateRelatives-Parents,D,Cambodia,104.990963,12.565679
"Palm Beach County,  Florida",-80.2767327,26.6514503,ImmediateRelatives-Spouses,D,Cambodia,104.990963,12.565679
"Clark County,  Washington",-122.5194378,45.7466471,ImmediateRelatives-Children,D,Cambodia,104.990963,12.565679
"Los Angeles County,  California",-118.2436596,34.0522265,FamilyPreference1st,19,Cambodia,104.990963,12.565679
"Snohomish County,  Washington",-121.8339472,48.0329979,DiversityProgram,D,Cambodia,104.990963,12.565679
"Pierce County,  Washington",-122.1295269,47.0675877,ImmediateRelatives-Children,4,Cambodia,104.990963,12.565679
"Los Angeles County,  California",-118.2436596,34.0522265,EmploymentPreference4th,5,Cambodia,104.990963,12.565679
"Snohomish County,  Washington",-121.8339472,48.0329979,ImmediateRelatives-Parents,16,Cambodia,104.990963,12.565679
"DuPage County,  Illinois",-88.0900762,41.8243831,ImmediateRelatives-Children,D,Cambodia,104.990963,12.565679
"Essex County,  Massachusetts",-70.9071236,42.7051144,ImmediateRelatives-Spouses,18,Cambodia,104.990963,12.565679
"San Diego County,  California",-117.1610966,32.7157305,FamilyPreference1st,5,Cambodia,104.990963,12.565679
"San Joaquin County,  California",-121.1710389,37.9175935,ImmediateRelatives-Children,D,Cambodia,104.990963,12.565679
"San Joaquin County,  California",-121.1710389,37.9175935,ImmediateRelatives-Spouses,16,Cambodia,104.990963,12.565679
"Dallas County,  Texas",-96.8350999,32.8024682,ImmediateRelatives-Children,4,Cambodia,104.990963,12.565679
"Philadelphia County,  Pennsylvania",-75.1311874,40.0152766,EmploymentPreference4th,D,Cambodia,104.990963,12.565679
"Alameda County,  California",-121.7195459,37.6016892,EmploymentPreference4th,D,Cambodia,104.990963,12.565679
"Stanislaus County,  California",-120.9876321,37.5090711,ImmediateRelatives-Spouses,D,Cambodia,104.990963,12.565679
"Jefferson County,  Louisiana",-90.1120696,29.6498691,ImmediateRelatives-Spouses,D,Cambodia,104.990963,12.565679
"Philadelphia County,  Pennsylvania",-75.1311874,40.0152766,ImmediateRelatives-Children,6,Cambodia,104.990963,12.565679
"Durham County,  North Carolina",-78.9031279,36.0221805,ImmediateRelatives-Parents,D,Cambodia,104.990963,12.565679
"Guilford County,  North Carolina",-79.8296743,36.0899873,ImmediateRelatives-Spouses,D,Cambodia,104.990963,12.565679
"Sacramento County,  California",-121.3541631,38.47467,ImmediateRelatives-Spouses,8,Cambodia,104.990963,12.565679
"Orange County,  California",-117.8311428,33.7174708,FamilyPreference1st,D,Cambodia,104.990963,12.565679
"Suffolk County,  New York",-72.6151169,40.9848784,FamilyPreference4th,D,Cambodia,104.990963,12.565679
"San Mateo County,  California",-122.4014193,37.4337342,ImmediateRelatives-Parents,5,Cambodia,104.990963,12.565679
"Polk County,  Iowa",-93.5003454,41.6278423,ImmediateRelatives-Spouses,D,Cambodia,104.990963,12.565679
"Passaic County,  New Jersey",-74.3587473,41.1231647,ImmediateRelatives-Parents,D,Cambodia,104.990963,12.565679
"Wake County,  North Carolina",-78.5660852,35.8031909,ImmediateRelatives-Spouses,D,Cambodia,104.990963,12.565679
"Oklahoma County,  Oklahoma",-97.3516558,35.6038323,ImmediateRelatives-Children,D,Cambodia,104.990963,12.565679
"Middlesex County,  Massachusetts",-71.2874209,42.467206,DiversityProgram,9,Cambodia,104.990963,12.565679
"Hartford County,  Connecticut",-72.8042797,41.7924343,ImmediateRelatives-Parents,4,Cambodia,104.990963,12.565679
"Utah County,  Utah",-111.5706786,40.0966287,FamilyPreference2nd,D,Cambodia,104.990963,12.565679
"Salt Lake County,  Utah",-111.9522491,40.644188,ImmediateRelatives-Spouses,5,Cambodia,104.990963,12.565679
"Alameda County,  California",-121.7195459,37.6016892,EmploymentPreference5th,D,Cambodia,104.990963,12.565679
"San Diego County,  California",-117.1610966,32.7157305,ImmediateRelatives-Children,D,Cambodia,104.990963,12.565679
"Duval County,  Florida",-81.6035062,30.3500511,FamilyPreference1st,4,Cambodia,104.990963,12.565679
"Montgomery County,  Maryland",-77.2405153,39.1547426,EmploymentPreference2nd,D,Cambodia,104.990963,12.565679
"Los Angeles County,  California",-118.2436596,34.0522265,RefugeeandAsyleeAdjustments,8,Cambodia,104.990963,12.565679
"San Diego County,  California",-117.1610966,32.7157305,FamilyPreference2nd,D,Cambodia,104.990963,12.565679
"Suffolk County,  New York",-72.6151169,40.9848784,ImmediateRelatives-Spouses,D,Cambodia,104.990963,12.565679
"Williamson County,  Texas",NA,NA,ImmediateRelatives-Parents,D,Cambodia,104.990963,12.565679
"Fayette County,  Kentucky",-84.4802606,38.0606478,ImmediateRelatives-Spouses,D,Cambodia,104.990963,12.565679
"Henrico County,  Virginia",-77.3324425,37.5059332,ImmediateRelatives-Spouses,D,Cambodia,104.990963,12.565679
"Fulton County,  Georgia",-84.3962535,33.8033965,DiversityProgram,D,Cambodia,104.990963,12.565679
"Monroe County,  New York",-77.7452081,43.2841246,ImmediateRelatives-Parents,D,Cambodia,104.990963,12.565679
"Broward County,  Florida",-80.365865,26.190096,FamilyPreference2nd,D,Cambodia,104.990963,12.565679
"Bristol County,  Massachusetts",-71.1448516,41.7938406,ImmediateRelatives-Spouses,9,Cambodia,104.990963,12.565679
"Montgomery County,  Pennsylvania",-75.3878525,40.2290075,ImmediateRelatives-Parents,D,Cambodia,104.990963,12.565679
"Manatee County,  Florida",-82.345189,27.4799195,ImmediateRelatives-Parents,D,Cambodia,104.990963,12.565679
"Snohomish County,  Washington",-121.8339472,48.0329979,FamilyPreference1st,D,Cambodia,104.990963,12.565679
"Alameda County,  California",-121.7195459,37.6016892,ImmediateRelatives-Parents,16,Cambodia,104.990963,12.565679
"Franklin County,  Ohio",-82.9931607,40.0154745,ImmediateRelatives-Parents,D,Cambodia,104.990963,12.565679
"Hillsborough County,  Florida",-82.3017728,27.9903597,FamilyPreference2nd,D,Cambodia,104.990963,12.565679
"Williamson County,  Texas",NA,NA,FamilyPreference4th,D,Cambodia,104.990963,12.565679
"Pierce County,  Washington",-122.1295269,47.0675877,FamilyPreference2nd,4,Cambodia,104.990963,12.565679
"Washington County,  Oregon",-123.1386021,45.5469616,ImmediateRelatives-Parents,4,Cambodia,104.990963,12.565679
"Franklin County,  Ohio",-82.9931607,40.0154745,EmploymentPreference4th,4,Cambodia,104.990963,12.565679
"Dakota County,  Minnesota",-93.1779659,44.731554,FamilyPreference2nd,D,Cambodia,104.990963,12.565679
"Middlesex County,  Massachusetts",-71.2874209,42.467206,FamilyPreference1st,11,Cambodia,104.990963,12.565679
"Middlesex County,  Massachusetts",-71.2874209,42.467206,FamilyPreference3rd,4,Cambodia,104.990963,12.565679
"Arlington County,  Virginia",-77.0909809,38.8816208,ImmediateRelatives-Parents,D,Cambodia,104.990963,12.565679
"Dakota County,  Minnesota",-93.1779659,44.731554,DiversityProgram,D,Cambodia,104.990963,12.565679
"Dallas County,  Texas",-96.8350999,32.8024682,FamilyPreference4th,7,Cambodia,104.990963,12.565679
"Stanislaus County,  California",-120.9876321,37.5090711,ImmediateRelatives-Parents,9,Cambodia,104.990963,12.565679
"San Diego County,  California",-117.1610966,32.7157305,FamilyPreference4th,14,Cambodia,104.990963,12.565679
"Utah County,  Utah",-111.5706786,40.0966287,ImmediateRelatives-Parents,D,Cambodia,104.990963,12.565679
"Snohomish County,  Washington",-121.8339472,48.0329979,EmploymentPreference3rdSkilled,D,Cambodia,104.990963,12.565679
"Sacramento County,  California",-121.3541631,38.47467,Other,D,Cambodia,104.990963,12.565679
"Tulare County,  California",-118.8596804,36.1341739,ImmediateRelatives-Spouses,D,Cambodia,104.990963,12.565679
"Snohomish County,  Washington",-121.8339472,48.0329979,FamilyPreference2nd,5,Cambodia,104.990963,12.565679
"Middlesex County,  Massachusetts",-71.2874209,42.467206,FamilyPreference4th,10,Cambodia,104.990963,12.565679
"Davidson County,  Tennessee",-86.8220341,36.1342563,ImmediateRelatives-Parents,D,Cambodia,104.990963,12.565679
"Arlington County,  Virginia",-77.0909809,38.8816208,FamilyPreference2nd,D,Cambodia,104.990963,12.565679
"Prince William County,  Virginia",-77.6077865,38.7838939,ImmediateRelatives-Parents,D,Cambodia,104.990963,12.565679
"Arlington County,  Virginia",-77.0909809,38.8816208,ImmediateRelatives-Spouses,D,Cambodia,104.990963,12.565679
"Williamson County,  Texas",NA,NA,ImmediateRelatives-Spouses,D,Cambodia,104.990963,12.565679
"DeKalb County,  Georgia",-84.2278796,33.7956441,FamilyPreference2nd,D,Cambodia,104.990963,12.565679
"Broward County,  Florida",-80.365865,26.190096,FamilyPreference4th,D,"China, People's Republic",104.195397,35.86166
"Shelby County,  Tennessee",-89.9253233,35.1268552,RefugeeandAsyleeAdjustments,D,"China, People's Republic",104.195397,35.86166
"Fulton County,  Georgia",-84.3962535,33.8033965,EmploymentPreference1st,37,"China, People's Republic",104.195397,35.86166
"San Bernardino County,  California",-116.419389,34.9592083,ImmediateRelatives-Children,20,"China, People's Republic",104.195397,35.86166
"Bergen County,  New Jersey",-74.07701,40.9262762,ImmediateRelatives-Parents,58,"China, People's Republic",104.195397,35.86166
"Broward County,  Florida",-80.365865,26.190096,ImmediateRelatives-Children,13,"China, People's Republic",104.195397,35.86166
"Fulton County,  Georgia",-84.3962535,33.8033965,EmploymentPreference2nd,24,"China, People's Republic",104.195397,35.86166
"San Joaquin County,  California",-121.1710389,37.9175935,RefugeeandAsyleeAdjustments,9,"China, People's Republic",104.195397,35.86166
"Fulton County,  Georgia",-84.3962535,33.8033965,EmploymentPreference3rdSkilled,21,"China, People's Republic",104.195397,35.86166
"San Joaquin County,  California",-121.1710389,37.9175935,ImmediateRelatives-Children,10,"China, People's Republic",104.195397,35.86166
"Fresno County,  California",-119.2320784,36.9858984,EmploymentPreference1st,D,"China, People's Republic",104.195397,35.86166
"Broward County,  Florida",-80.365865,26.190096,ImmediateRelatives-Parents,37,"China, People's Republic",104.195397,35.86166
"District of Columbia County,  District of Columbia",-77.0368707,38.9071923,ImmediateRelatives-Spouses,34,"China, People's Republic",104.195397,35.86166
"Philadelphia County,  Pennsylvania",-75.1311874,40.0152766,FamilyPreference4th,63,"China, People's Republic",104.195397,35.86166
"Mercer County,  New Jersey",-74.7337069,40.3028533,FamilyPreference1st,D,"China, People's Republic",104.195397,35.86166
"Chatham County,  Georgia",-81.1196075,31.9994194,EmploymentPreference1st,D,"China, People's Republic",104.195397,35.86166
"Maricopa County,  Arizona",-112.4291464,33.2917968,ImmediateRelatives-Spouses,56,"China, People's Republic",104.195397,35.86166
"Ventura County,  California",-119.1390642,34.3704884,ImmediateRelatives-Parents,24,"China, People's Republic",104.195397,35.86166
"New Haven County,  Connecticut",-72.8042797,41.3266911,FamilyPreference2nd,D,"China, People's Republic",104.195397,35.86166
"Bronx County,  New York",-73.8648268,40.8447819,ImmediateRelatives-Children,D,"China, People's Republic",104.195397,35.86166
"Sarasota County,  Florida",-82.345189,27.1995986,FamilyPreference2nd,5,"China, People's Republic",104.195397,35.86166
"Philadelphia County,  Pennsylvania",-75.1311874,40.0152766,ImmediateRelatives-Children,16,"China, People's Republic",104.195397,35.86166
"Delaware County,  Pennsylvania",-75.3878525,39.907793,EmploymentPreference1st,25,"China, People's Republic",104.195397,35.86166
"Baltimore City County,  Maryland",-76.6121893,39.2903848,ImmediateRelatives-Children,D,"China, People's Republic",104.195397,35.86166
"Bronx County,  New York",-73.8648268,40.8447819,ImmediateRelatives-Spouses,19,"China, People's Republic",104.195397,35.86166
"Jefferson County,  Kentucky",-85.643487,38.1938097,ImmediateRelatives-Children,14,"China, People's Republic",104.195397,35.86166
"Maricopa County,  Arizona",-112.4291464,33.2917968,RefugeeandAsyleeAdjustments,24,"China, People's Republic",104.195397,35.86166
"District of Columbia County,  District of Columbia",-77.0368707,38.9071923,RefugeeandAsyleeAdjustments,7,"China, People's Republic",104.195397,35.86166
"Howard County,  Maryland",-76.964306,39.2873463,EmploymentPreference2nd,23,"China, People's Republic",104.195397,35.86166
"Chatham County,  Georgia",-81.1196075,31.9994194,EmploymentPreference2nd,D,"China, People's Republic",104.195397,35.86166
"San Bernardino County,  California",-116.419389,34.9592083,ImmediateRelatives-Spouses,166,"China, People's Republic",104.195397,35.86166
"Clark County,  Washington",-122.5194378,45.7466471,FamilyPreference2nd,4,"China, People's Republic",104.195397,35.86166
"Bronx County,  New York",-73.8648268,40.8447819,RefugeeandAsyleeAdjustments,15,"China, People's Republic",104.195397,35.86166
"Prince Georges County,  Maryland",-76.8720961,38.7849211,EmploymentPreference2nd,D,"China, People's Republic",104.195397,35.86166
"King County,  Washington",-121.9836029,47.5480339,EmploymentPreference3rdUnskilled,4,"China, People's Republic",104.195397,35.86166
"Broward County,  Florida",-80.365865,26.190096,FamilyPreference2nd,13,"China, People's Republic",104.195397,35.86166
"Ventura County,  California",-119.1390642,34.3704884,FamilyPreference4th,9,"China, People's Republic",104.195397,35.86166
"Salt Lake County,  Utah",-111.9522491,40.644188,EmploymentPreference2nd,7,"China, People's Republic",104.195397,35.86166
"Suffolk County,  Massachusetts",-71.0504229,42.3522866,FamilyPreference3rd,23,"China, People's Republic",104.195397,35.86166
"Montgomery County,  Texas",-95.4777811,30.3213482,ImmediateRelatives-Children,10,"China, People's Republic",104.195397,35.86166
"Mercer County,  New Jersey",-74.7337069,40.3028533,FamilyPreference2nd,7,"China, People's Republic",104.195397,35.86166
"Philadelphia County,  Pennsylvania",-75.1311874,40.0152766,ImmediateRelatives-Spouses,108,"China, People's Republic",104.195397,35.86166
"Philadelphia County,  Pennsylvania",-75.1311874,40.0152766,ImmediateRelatives-Parents,99,"China, People's Republic",104.195397,35.86166
"Oklahoma County,  Oklahoma",-97.3516558,35.6038323,EmploymentPreference2nd,5,"China, People's Republic",104.195397,35.86166
"Montgomery County,  Texas",-95.4777811,30.3213482,FamilyPreference2nd,D,"China, People's Republic",104.195397,35.86166
"Prince Georges County,  Maryland",-76.8720961,38.7849211,FamilyPreference2nd,D,"China, People's Republic",104.195397,35.86166
"Baltimore County,  Maryland",-76.7336521,39.4647665,EmploymentPreference5th,5,"China, People's Republic",104.195397,35.86166
"Westchester County,  New York",-73.7948516,41.1220194,EmploymentPreference1st,36,"China, People's Republic",104.195397,35.86166
"Westchester County,  New York",-73.7948516,41.1220194,EmploymentPreference2nd,18,"China, People's Republic",104.195397,35.86166
"Anne Arundel County,  Maryland",-76.5488232,38.9530109,EmploymentPreference3rdSkilled,D,"China, People's Republic",104.195397,35.86166
"Multnomah County,  Oregon",-122.5863211,45.5145659,ImmediateRelatives-Children,11,"China, People's Republic",104.195397,35.86166
"Montgomery County,  Texas",-95.4777811,30.3213482,ImmediateRelatives-Parents,7,"China, People's Republic",104.195397,35.86166
"San Bernardino County,  California",-116.419389,34.9592083,FamilyPreference1st,6,"China, People's Republic",104.195397,35.86166
"Jefferson County,  Colorado",-105.2662931,39.5800298,ImmediateRelatives-Children,5,"China, People's Republic",104.195397,35.86166
"Ventura County,  California",-119.1390642,34.3704884,FamilyPreference3rd,D,"China, People's Republic",104.195397,35.86166
"District of Columbia County,  District of Columbia",-77.0368707,38.9071923,ImmediateRelatives-Children,7,"China, People's Republic",104.195397,35.86166
"Montgomery County,  Texas",-95.4777811,30.3213482,FamilyPreference4th,D,"China, People's Republic",104.195397,35.86166
"Travis County,  Texas",-97.6982272,30.2097015,ImmediateRelatives-Parents,28,"China, People's Republic",104.195397,35.86166
"Montgomery County,  Texas",-95.4777811,30.3213482,EmploymentPreference5th,4,"China, People's Republic",104.195397,35.86166
"Montgomery County,  Texas",-95.4777811,30.3213482,EmploymentPreference3rdSkilled,D,"China, People's Republic",104.195397,35.86166
"Prince Georges County,  Maryland",-76.8720961,38.7849211,FamilyPreference4th,D,"China, People's Republic",104.195397,35.86166
"Multnomah County,  Oregon",-122.5863211,45.5145659,FamilyPreference3rd,13,"China, People's Republic",104.195397,35.86166
"King County,  Washington",-121.9836029,47.5480339,EmploymentPreference4th,5,"China, People's Republic",104.195397,35.86166
"Anne Arundel County,  Maryland",-76.5488232,38.9530109,EmploymentPreference2nd,5,"China, People's Republic",104.195397,35.86166
"Baltimore City County,  Maryland",-76.6121893,39.2903848,RefugeeandAsyleeAdjustments,D,"China, People's Republic",104.195397,35.86166
"Travis County,  Texas",-97.6982272,30.2097015,RefugeeandAsyleeAdjustments,9,"China, People's Republic",104.195397,35.86166
"Dauphin County,  Pennsylvania",-76.7336521,40.2734277,EmploymentPreference1st,D,"China, People's Republic",104.195397,35.86166
"King County,  Washington",-121.9836029,47.5480339,DiversityProgram,D,"China, People's Republic",104.195397,35.86166
"Ector County,  Texas",-102.5298028,31.8246483,RefugeeandAsyleeAdjustments,D,"China, People's Republic",104.195397,35.86166
"Travis County,  Texas",-97.6982272,30.2097015,ImmediateRelatives-Children,8,"China, People's Republic",104.195397,35.86166
"Brazoria County,  Texas",-95.4777811,29.2131857,EmploymentPreference1st,50,"China, People's Republic",104.195397,35.86166
"Bristol County,  Massachusetts",-71.1448516,41.7938406,ImmediateRelatives-Spouses,13,"China, People's Republic",104.195397,35.86166
"New York County,  New York",-73.9712488,40.7830603,ImmediateRelatives-Spouses,286,"China, People's Republic",104.195397,35.86166
"Baltimore County,  Maryland",-76.7336521,39.4647665,FamilyPreference2nd,9,"China, People's Republic",104.195397,35.86166
"New Haven County,  Connecticut",-72.8042797,41.3266911,ImmediateRelatives-Parents,15,"China, People's Republic",104.195397,35.86166
"San Bernardino County,  California",-116.419389,34.9592083,ImmediateRelatives-Parents,173,"China, People's Republic",104.195397,35.86166
"Delaware County,  Pennsylvania",-75.3878525,39.907793,FamilyPreference1st,D,"China, People's Republic",104.195397,35.86166
"Sarasota County,  Florida",-82.345189,27.1995986,ImmediateRelatives-Parents,D,"China, People's Republic",104.195397,35.86166
"Mercer County,  New Jersey",-74.7337069,40.3028533,FamilyPreference3rd,D,"China, People's Republic",104.195397,35.86166
"Jefferson County,  Kentucky",-85.643487,38.1938097,ImmediateRelatives-Spouses,18,"China, People's Republic",104.195397,35.86166
"San Bernardino County,  California",-116.419389,34.9592083,EmploymentPreference3rdSkilled,30,"China, People's Republic",104.195397,35.86166
"New Haven County,  Connecticut",-72.8042797,41.3266911,EmploymentPreference1st,34,"China, People's Republic",104.195397,35.86166
"Chatham County,  Georgia",-81.1196075,31.9994194,FamilyPreference2nd,D,"China, People's Republic",104.195397,35.86166
"New York County,  New York",-73.9712488,40.7830603,Other,44,"China, People's Republic",104.195397,35.86166
"New Haven County,  Connecticut",-72.8042797,41.3266911,ImmediateRelatives-Spouses,25,"China, People's Republic",104.195397,35.86166
"Prince Georges County,  Maryland",-76.8720961,38.7849211,ImmediateRelatives-Parents,15,"China, People's Republic",104.195397,35.86166
"Prince Georges County,  Maryland",-76.8720961,38.7849211,RefugeeandAsyleeAdjustments,5,"China, People's Republic",104.195397,35.86166
"Oakland County,  Michigan",-83.336188,42.5921924,EmploymentPreference2nd,19,"China, People's Republic",104.195397,35.86166
"Tulare County,  California",-118.8596804,36.1341739,EmploymentPreference1st,D,"China, People's Republic",104.195397,35.86166
"Westchester County,  New York",-73.7948516,41.1220194,EmploymentPreference5th,8,"China, People's Republic",104.195397,35.86166
"Ventura County,  California",-119.1390642,34.3704884,ImmediateRelatives-Children,4,"China, People's Republic",104.195397,35.86166
"San Bernardino County,  California",-116.419389,34.9592083,EmploymentPreference5th,30,"China, People's Republic",104.195397,35.86166
"Jefferson County,  Colorado",-105.2662931,39.5800298,RefugeeandAsyleeAdjustments,4,"China, People's Republic",104.195397,35.86166
"Salt Lake County,  Utah",-111.9522491,40.644188,EmploymentPreference1st,12,"China, People's Republic",104.195397,35.86166
"Somerset County,  New Jersey",-74.6400432,40.5292099,ImmediateRelatives-Children,6,"China, People's Republic",104.195397,35.86166
"Somerset County,  New Jersey",-74.6400432,40.5292099,ImmediateRelatives-Parents,53,"China, People's Republic",104.195397,35.86166
"Somerset County,  New Jersey",-74.6400432,40.5292099,FamilyPreference4th,11,"China, People's Republic",104.195397,35.86166
"Delaware County,  Pennsylvania",-75.3878525,39.907793,FamilyPreference4th,24,"China, People's Republic",104.195397,35.86166
"San Mateo County,  California",-122.4014193,37.4337342,ImmediateRelatives-Parents,98,"China, People's Republic",104.195397,35.86166
"Bucks County,  Pennsylvania",-75.2479061,40.4107964,ImmediateRelatives-Spouses,14,"China, People's Republic",104.195397,35.86166
"Jefferson County,  Colorado",-105.2662931,39.5800298,EmploymentPreference1st,5,"China, People's Republic",104.195397,35.86166
"Worcester County,  Massachusetts",-71.8571331,42.4096528,EmploymentPreference2nd,9,"China, People's Republic",104.195397,35.86166
"Delaware County,  Pennsylvania",-75.3878525,39.907793,EmploymentPreference5th,7,"China, People's Republic",104.195397,35.86166
"Brazoria County,  Texas",-95.4777811,29.2131857,ImmediateRelatives-Spouses,7,"China, People's Republic",104.195397,35.86166
"Montgomery County,  Ohio",-84.3542049,39.7620028,EmploymentPreference5th,D,"China, People's Republic",104.195397,35.86166
"Mercer County,  New Jersey",-74.7337069,40.3028533,FamilyPreference4th,24,"China, People's Republic",104.195397,35.86166
"Sarasota County,  Florida",-82.345189,27.1995986,ImmediateRelatives-Children,D,"China, People's Republic",104.195397,35.86166
"Berks County,  Pennsylvania",-75.9927652,40.3451566,ImmediateRelatives-Children,D,"China, People's Republic",104.195397,35.86166
"Middlesex County,  New Jersey",-74.3587473,40.4111363,EmploymentPreference2nd,21,"China, People's Republic",104.195397,35.86166
"Middlesex County,  New Jersey",-74.3587473,40.4111363,EmploymentPreference1st,63,"China, People's Republic",104.195397,35.86166
"Middlesex County,  New Jersey",-74.3587473,40.4111363,DiversityProgram,D,"China, People's Republic",104.195397,35.86166
"Somerset County,  New Jersey",-74.6400432,40.5292099,EmploymentPreference5th,6,"China, People's Republic",104.195397,35.86166
"Delaware County,  Pennsylvania",-75.3878525,39.907793,EmploymentPreference2nd,11,"China, People's Republic",104.195397,35.86166
"Ada County,  Idaho",-116.2420304,43.478767,EmploymentPreference1st,6,"China, People's Republic",104.195397,35.86166
"Jackson County,  Missouri",-94.315422,38.9914998,RefugeeandAsyleeAdjustments,D,"China, People's Republic",104.195397,35.86166
"New Haven County,  Connecticut",-72.8042797,41.3266911,FamilyPreference4th,7,"China, People's Republic",104.195397,35.86166
"San Bernardino County,  California",-116.419389,34.9592083,FamilyPreference4th,23,"China, People's Republic",104.195397,35.86166
"Mercer County,  New Jersey",-74.7337069,40.3028533,RefugeeandAsyleeAdjustments,4,"China, People's Republic",104.195397,35.86166
"Jefferson County,  Kentucky",-85.643487,38.1938097,RefugeeandAsyleeAdjustments,D,"China, People's Republic",104.195397,35.86166
"Broward County,  Florida",-80.365865,26.190096,EmploymentPreference5th,17,"China, People's Republic",104.195397,35.86166
